File,LLM,Levenshtein-Dist,Levenshtein-Sim,LCS-Dist,LCS-Sim,Damerau-Levenshtein-Dist,Damerau-Levenshtein-Sim,Jaro-Winkler-Sim,1-cosine,2-cosine,3-cosine,4-cosine,1-jaccard,2-jaccard,3-jaccard,4-jaccard,1-sorensen_dice,2-sorensen_dice,3-sorensen_dice,4-sorensen_dice,1-qgram,2-qgram,3-qgram,4-qgram
2023-02-09-08.10.xes,GEMINI,268,0.686549708,317,0.79455606,0.970052083,0.808751454,,0.959598075,0.903450883,0.811708007,0.622824861,1,0.913043478,0.848484848,0.565217391,1,0.954545455,0.918032787,0.722222222,0.703703704,0.669724771,0.607142857,0.424
2023-02-09-10.13.xes,GEMINI,371,0.655524605,445,0.783875668,0.973588342,0.844663869,,0.994391943,0.980806458,0.889765155,0.69320616,1,0.892857143,0.829268293,0.55,1,0.943396226,0.906666667,0.709677419,0.864661654,0.822222222,0.694444444,0.475609756
2023-02-09-13.33.xes,GEMINI,451,0.543522267,535,0.675953967,0.970230041,0.76156781,,0.932606127,0.840111742,0.676600666,0.487875938,0.733333333,0.6,0.547169811,0.351351351,0.846153846,0.75,0.707317073,0.52,0.557251908,0.496296296,0.418439716,0.294117647
2023-02-09-13.37.xes,GEMINI,297,0.59370725,363,0.720554273,0.955974843,0.794486721,,0.959774602,0.920024572,0.767836045,0.676711082,0.647058824,0.594594595,0.555555556,0.391891892,0.785714286,0.745762712,0.714285714,0.563106796,0.656565657,0.603960396,0.495327103,0.398230088
2023-02-10-08.43.xes,GEMINI,1045,0.544066318,1339,0.700648334,0.921170256,0.813256692,,0.948951073,0.834972786,0.64821235,0.467908132,0.75,0.542857143,0.480769231,0.371428571,0.857142857,0.703703704,0.649350649,0.541666667,0.684210526,0.484931507,0.370558376,0.259953162
2023-02-10-08.50.xes,GEMINI,492,0.51953125,621,0.663414634,0.950926936,0.791093547,,0.111192341,0.028432994,0.018535972,0,0.65,0.38,0.114942529,0,0.787878788,0.550724638,0.206185567,0,0.21192053,0.109756098,0.049275362,0
2023-02-10-08.58.xes,GEMINI,926,0.539074166,1069,0.69793727,0.926729191,0.746371436,,0.113010487,0.028918687,0.020035595,0,0.625,0.351351351,0.09375,0,0.769230769,0.52,0.171428571,0,0.184563758,0.086419753,0.04,0
2023-02-10-09.38.xes,GEMINI,975,0.601715686,1238,0.733992265,0.905263158,0.788790939,,0.934416128,0.839705263,0.650387548,0.513192034,0.714285714,0.678571429,0.634146341,0.465517241,0.833333333,0.808510638,0.776119403,0.635294118,0.611111111,0.47826087,0.352112676,0.272727273
2023-02-10-10.09.xes,GEMINI,1677,0.358944954,1771,0.51572327,0.986348123,0.645441691,,0.935839712,0.828084026,0.661075919,0.467823654,0.6875,0.485714286,0.442307692,0.342857143,0.814814815,0.653846154,0.613333333,0.510638298,0.384615385,0.279761905,0.222857143,0.154471545
2023-02-10-10.37.xes,GEMINI,5196,0.322290335,5300,0.482724966,0.994838266,0.63304801,,0.961574736,0.86495335,0.717608524,0.501175096,0.866666667,0.617647059,0.528301887,0.378378378,0.928571429,0.763636364,0.691358025,0.549019608,0.330444204,0.235887097,0.186046512,0.131481481
2023-02-0-08.04.xes,GPT4,204,0.703056769,254,0.804615385,0.960812772,0.827645399,,0.966926979,0.886657221,0.796266631,0.603496577,0.866666667,0.787878788,0.75,0.555555556,0.928571429,0.881355932,0.857142857,0.714285714,0.744680851,0.636363636,0.6,0.449541284
2023-02-07-09.06.xes,GPT4,532,0.668535826,676,0.772390572,0.965138799,0.813460066,,0.996200063,0.983200029,0.901019595,0.762618707,0.777777778,0.75,0.716666667,0.522727273,0.875,0.857142857,0.834951456,0.686567164,0.826484018,0.776785714,0.677966102,0.486792453
2023-02-07-09.17.xes,GPT4,259,0.711259755,318,0.821748879,0.941176471,0.840638787,,0.986665582,0.942598562,0.862602749,0.690970996,0.866666667,0.757575758,0.714285714,0.544117647,0.928571429,0.862068966,0.833333333,0.704761905,0.864,0.723880597,0.647482014,0.483660131
2023-02-07-09.27.xes,GPT4,368,0.636363636,411,0.764199656,0.960927961,0.770270491,,0.981250714,0.943432148,0.861002424,0.723904252,0.785714286,0.689655172,0.619047619,0.5,0.88,0.816326531,0.764705882,0.666666667,0.691056911,0.648,0.581395349,0.442857143
2023-02-07-09.48.xes,GPT4,241,0.712066906,285,0.814332248,0.962915601,0.810016438,,0.983464694,0.936004284,0.823621003,0.64832916,0.909090909,0.869565217,0.818181818,0.644444444,0.952380952,0.930232558,0.9,0.783783784,0.757009346,0.690909091,0.586206897,0.421875
2023-02-07-10.5.xes,GPT4,269,0.606725146,347,0.727415554,0.963636364,0.814887582,,0.964627899,0.889804378,0.677929726,0.419398885,0.857142857,0.696969697,0.625,0.388059701,0.923076923,0.821428571,0.769230769,0.559139785,0.747126437,0.612903226,0.465346535,0.280701754
2023-02-07-11.07.xes,GPT4,157,0.666666667,211,0.767364939,0.973360656,0.850230007,,0.997619834,0.985445037,0.903846154,0.688543991,1,0.92,0.833333333,0.52,1,0.958333333,0.909090909,0.684210526,0.928571429,0.892857143,0.733333333,0.47826087
2023-02-08-09.01.xes,GPT4,286,0.626143791,337,0.76838488,0.952134541,0.819550133,,0.940017879,0.753991599,0.430196398,0.244077889,0.823529412,0.536585366,0.491803279,0.288888889,0.903225806,0.698412698,0.659340659,0.448275862,0.737373737,0.452991453,0.333333333,0.211678832
2023-02-08-13.19.xes,GPT4,524,0.413213886,552,0.572755418,0.973154362,0.698226062,,0.987102652,0.961540486,0.897719894,0.689296765,0.733333333,0.636363636,0.604166667,0.412698413,0.846153846,0.777777778,0.753246753,0.584269663,0.428571429,0.410714286,0.392857143,0.272727273
2023-02-08-14.30.xes,GPT4,254,0.580165289,351,0.704296546,0.889908257,0.813976133,,0.953680153,0.886318737,0.744845616,0.542743308,0.555555556,0.45,0.413793103,0.289473684,0.714285714,0.620689655,0.585365854,0.448979592,0.714285714,0.56043956,0.443298969,0.301886792
2023-02-09-08.10.xes,GPT4,303,0.660694289,349,0.779253637,0.973958333,0.795329685,,0.970822666,0.920423434,0.84084097,0.647357548,1,0.913043478,0.848484848,0.586956522,1,0.954545455,0.918032787,0.739726027,0.724770642,0.706422018,0.642857143,0.456
2023-02-09-10.13.xes,GPT4,380,0.659192825,463,0.779208393,0.973588342,0.825310446,,0.996621324,0.984664169,0.903346387,0.707958204,1,0.892857143,0.829268293,0.566666667,1,0.943396226,0.906666667,0.723404255,0.852941176,0.824817518,0.722222222,0.5
2023-02-09-13.33.xes,GPT4,365,0.590347924,454,0.707850708,0.974289581,0.77845321,,0.976580095,0.9198441,0.85147716,0.679395152,0.923076923,0.857142857,0.829268293,0.603448276,0.96,0.923076923,0.906666667,0.752688172,0.703703704,0.669724771,0.621621622,0.483333333
2023-02-09-13.37.xes,GPT4,292,0.602721088,361,0.722947045,0.962264151,0.781997841,,0.980955894,0.954080819,0.839047079,0.759609901,0.611111111,0.564102564,0.526315789,0.38961039,0.75862069,0.721311475,0.689655172,0.560747664,0.684210526,0.628865979,0.529411765,0.425925926
2023-02-10-08.43.xes,GPT4,1023,0.553664921,1325,0.710129075,0.885758998,0.798762238,,0.958028282,0.865598401,0.703560846,0.491616079,0.8,0.606060606,0.5625,0.430769231,0.888888889,0.754716981,0.72,0.602150538,0.721518987,0.531073446,0.40625,0.271867612
2023-02-10-08.50.xes,GPT4,306,0.6272838,402,0.750310559,0.954954955,0.851839183,,0.982773704,0.925835515,0.802328177,0.632432432,0.9375,0.8,0.764705882,0.549295775,0.967741935,0.888888889,0.866666667,0.709090909,0.831775701,0.716814159,0.627118644,0.472868217
2023-02-10-08.58.xes,GPT4,674,0.61353211,776,0.762981063,0.919695193,0.780198614,,0.96448028,0.868348387,0.713685389,0.514778703,0.785714286,0.580645161,0.543478261,0.380952381,0.88,0.734693878,0.704225352,0.551724138,0.682403433,0.535433071,0.437037037,0.304054054
2023-02-10-09.38.xes,GPT4,1693,0.538692098,1854,0.684479238,0.969635628,0.718797878,,0.96539172,0.900121142,0.76370469,0.603636733,0.714285714,0.714285714,0.682926829,0.517241379,0.833333333,0.833333333,0.811594203,0.681818182,0.545064378,0.511578947,0.464212679,0.344632768
2023-02-10-10.09.xes,GPT4,1679,0.358180428,1769,0.515740487,0.986254296,0.646276763,,0.944528337,0.852967705,0.696337305,0.490246335,0.6875,0.514285714,0.490196078,0.382352941,0.814814815,0.679245283,0.657894737,0.553191489,0.380645161,0.290909091,0.239766082,0.168975069
2023-02-10-10.37.xes,GPT4,5328,0.305073692,5390,0.464640445,0.996290801,0.627020073,,0.962389826,0.885839821,0.765366373,0.546603328,0.8,0.588235294,0.529411765,0.411764706,0.888888889,0.740740741,0.692307692,0.583333333,0.308533917,0.233471074,0.19558676,0.143131604
2023-02-0-08.04.xes,GPT35,80,0.86949429,80,0.930191972,0.978333333,0.874571893,,0.995354966,0.986524247,0.967562973,0.952355848,1,1,1,0.976190476,1,1,1,0.987951807,0.894736842,0.893333333,0.891891892,0.890410959
2023-02-07-09.06.xes,GPT35,453,0.668131868,470,0.795829713,0.99905482,0.756741634,,0.977947335,0.938991383,0.898848973,0.829911471,0.722222222,0.625,0.583333333,0.505882353,0.838709677,0.769230769,0.736842105,0.671875,0.64516129,0.608465608,0.572916667,0.492537313
2023-02-07-09.17.xes,GPT35,207,0.769230769,257,0.853394181,0.948186528,0.828078142,,0.988826637,0.964581277,0.830599101,0.713778304,0.866666667,0.764705882,0.68627451,0.558823529,0.928571429,0.866666667,0.813953488,0.716981132,0.867768595,0.792,0.620437956,0.506849315
2023-02-07-09.27.xes,GPT35,318,0.670124481,363,0.785840708,0.971916972,0.776165387,,0.960703404,0.867414942,0.664954268,0.524373763,0.705882353,0.594594595,0.509090909,0.434782609,0.827586207,0.745762712,0.674698795,0.606060606,0.694915254,0.559055118,0.4,0.328767123
2023-02-07-09.48.xes,GPT35,206,0.70487106,266,0.807803468,0.922976501,0.826645922,,0.973899734,0.910871132,0.732274822,0.619668759,0.769230769,0.666666667,0.55,0.442307692,0.869565217,0.8,0.709677419,0.613333333,0.774193548,0.63,0.45045045,0.336134454
2023-02-07-10.5.xes,GPT35,331,0.516081871,388,0.682487725,0.978441128,0.780851733,,0.953435282,0.847494019,0.460178993,0.257420765,0.75,0.526315789,0.389830508,0.263157895,0.857142857,0.689655172,0.56097561,0.416666667,0.697674419,0.5,0.267857143,0.176470588
2023-02-07-11.07.xes,GPT35,158,0.637614679,183,0.778718259,0.931818182,0.805057009,,0.957427108,0.893301281,0.658706483,0.35482621,0.857142857,0.678571429,0.522727273,0.288135593,0.923076923,0.808510638,0.686567164,0.447368421,0.75862069,0.639344262,0.420289855,0.230769231
2023-02-08-09.01.xes,GPT35,309,0.596078431,375,0.746106974,0.928039702,0.81589228,,0.95136445,0.845662437,0.46304013,0.242921837,0.681818182,0.48,0.375,0.23853211,0.810810811,0.648648649,0.545454545,0.385185185,0.678899083,0.495867769,0.297101449,0.187919463
2023-02-08-13.19.xes,GPT35,447,0.447466007,474,0.607615894,0.973154362,0.689880862,,0.946916141,0.878045424,0.722753808,0.477103576,0.647058824,0.5,0.385964912,0.223684211,0.785714286,0.666666667,0.556962025,0.365591398,0.385964912,0.333333333,0.272727273,0.160305344
2023-02-08-14.30.xes,GPT35,328,0.513353116,428,0.659235669,0.891437309,0.778528792,,0.89305172,0.769759933,0.485386484,0.260806453,0.476190476,0.291666667,0.213333333,0.121212121,0.64516129,0.451612903,0.351648352,0.216216216,0.5,0.367521368,0.224806202,0.122302158
2023-02-09-08.10.xes,GPT35,184,0.73255814,197,0.839445803,0.991638796,0.799795235,,0.980878623,0.95620342,0.920263619,0.887554357,0.909090909,0.857142857,0.857142857,0.823529412,0.952380952,0.923076923,0.923076923,0.903225806,0.75,0.746835443,0.743589744,0.717948718
2023-02-09-10.13.xes,GPT35,385,0.607942974,431,0.73989137,1,0.756531644,,0.972227326,0.937935016,0.826994874,0.673435824,0.923076923,0.814814815,0.717948718,0.518518519,0.96,0.897959184,0.835820896,0.682926829,0.655172414,0.623931624,0.553719008,0.409090909
2023-02-09-13.33.xes,GPT35,249,0.624434389,335,0.742505765,0.963328632,0.842721083,,0.993673766,0.970378598,0.86473994,0.721689844,0.923076923,0.884615385,0.837837838,0.6875,0.96,0.93877551,0.911764706,0.814814815,0.897435897,0.802469136,0.655172414,0.543478261
2023-02-09-13.37.xes,GPT35,235,0.607679466,293,0.748928877,0.924528302,0.838531911,,0.960503851,0.897727681,0.724934336,0.62841702,0.611111111,0.552631579,0.490909091,0.375,0.75862069,0.711864407,0.658536585,0.545454545,0.728395062,0.604651163,0.47826087,0.353535354
2023-02-10-08.43.xes,GPT35,1991,0.131326353,2001,0.23127161,0.997109827,0.606336264,,0.976276822,0.902427728,0.780032416,0.627364154,0.733333333,0.666666667,0.595238095,0.436363636,0.846153846,0.8,0.746268657,0.607594937,0.127819549,0.111940299,0.100371747,0.088888889
2023-02-10-08.50.xes,GPT35,527,0.358099878,529,0.526410027,1,0.681552518,,0.975187146,0.929357979,0.786139114,0.63992219,0.8125,0.696969697,0.630434783,0.457627119,0.896551724,0.821428571,0.773333333,0.627906977,0.360824742,0.340206186,0.319587629,0.272727273
2023-02-10-08.58.xes,GPT35,707,0.537908497,746,0.698464026,0.981921979,0.713853246,,0.962932887,0.887206949,0.736842333,0.597307715,0.714285714,0.678571429,0.692307692,0.5,0.833333333,0.808510638,0.818181818,0.666666667,0.510638298,0.417085427,0.365853659,0.299065421
2023-02-10-09.38.xes,GPT35,971,0.559836809,1110,0.700323974,0.93888556,0.72129366,,0.963425635,0.912817867,0.759355061,0.668633568,0.769230769,0.703703704,0.657894737,0.480769231,0.869565217,0.826086957,0.793650794,0.649350649,0.529824561,0.427631579,0.35,0.28742515
2023-02-10-10.09.xes,GPT35,1767,0.324541284,1823,0.482249361,0.993055556,0.629539186,,0.965921999,0.904505281,0.771159895,0.617761832,0.625,0.59375,0.577777778,0.45,0.769230769,0.745098039,0.732394366,0.620689655,0.315960912,0.268138801,0.242236025,0.206060606
2023-02-10-10.37.xes,GPT35,5356,0.301421677,5380,0.462322606,0.996168582,0.623424165,,0.981236476,0.939017941,0.84795263,0.710690691,0.8,0.741935484,0.688888889,0.524590164,0.888888889,0.851851852,0.815789474,0.688172043,0.282275711,0.248665955,0.229473684,0.198355601
2023-02-0-08.04.xes,LLAMA3,0,1,0,1,0.972383721,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-02-07-09.06.xes,LLAMA3,454,0.667399267,547,0.78058564,0.980407524,0.812000109,,0.981194068,0.949212591,0.892423587,0.828566069,0.823529412,0.756756757,0.740740741,0.623376623,0.903225806,0.861538462,0.85106383,0.768,0.77540107,0.71875,0.664974619,0.567307692
2023-02-07-09.17.xes,LLAMA3,302,0.663322185,328,0.787564767,0.982191781,0.779911312,,0.987133131,0.967161864,0.922448147,0.841045597,0.928571429,0.838709677,0.840909091,0.7,0.962962963,0.912280702,0.913580247,0.823529412,0.694915254,0.677966102,0.647058824,0.564516129
2023-02-07-09.27.xes,LLAMA3,173,0.763337893,214,0.845375723,0.965469613,0.847976592,,0.923602724,0.799826815,0.679563883,0.622556017,1,0.88,0.828571429,0.695652174,1,0.936170213,0.90625,0.820512821,0.684210526,0.564356436,0.5,0.439252336
2023-02-07-09.48.xes,LLAMA3,216,0.690544413,243,0.801308258,0.991438356,0.800557602,,0.963926734,0.91971267,0.839103586,0.775803912,1,0.9,0.888888889,0.72972973,1,0.947368421,0.941176471,0.84375,0.694117647,0.670588235,0.609195402,0.516483516
2023-02-07-10.55.xes,LLAMA3,322,0.529239766,361,0.694326842,0.996376812,0.779426069,,0.952098995,0.870076641,0.735630853,0.582809693,0.785714286,0.65625,0.636363636,0.545454545,0.88,0.79245283,0.777777778,0.705882353,0.638554217,0.576470588,0.534883721,0.428571429
2023-02-07-11.07.xes,LLAMA3,162,0.628440367,169,0.764951321,1,0.777609384,,0.945833333,0.835956655,0.753923305,0.702648053,0.916666667,0.826086957,0.774193548,0.631578947,0.956521739,0.904761905,0.872727273,0.774193548,0.615384615,0.607843137,0.6,0.529411765
2023-02-08-09.01.xes,LLAMA3,217,0.716339869,252,0.825966851,0.953825858,0.840543771,,0.948040221,0.866610332,0.685453564,0.538205605,0.882352941,0.756756757,0.716981132,0.585714286,0.9375,0.861538462,0.835164835,0.738738739,0.690721649,0.588235294,0.495327103,0.410714286
2023-02-08-13.19.xes,LLAMA3,192,0.632887189,230,0.750542299,0.939597315,0.775902315,,0.943820802,0.818441764,0.647514858,0.597015475,0.666666667,0.586206897,0.55,0.403846154,0.8,0.739130435,0.709677419,0.575342466,0.6,0.447368421,0.35,0.292682927
2023-02-08-14.30.xes,LLAMA3,236,0.594501718,325,0.711111111,0.919141914,0.825518116,,0.9464397,0.876609607,0.724248682,0.528344294,0.555555556,0.461538462,0.428571429,0.309859155,0.714285714,0.631578947,0.6,0.47311828,0.679012346,0.576470588,0.466666667,0.326530612
2023-02-09-08.10.xes,LLAMA3,220,0.727385378,269,0.82006689,0.96875,0.820042914,,0.967485242,0.920359669,0.827110027,0.656031761,1,0.954545455,0.903225806,0.658536585,1,0.976744186,0.949152542,0.794117647,0.76,0.722772277,0.653846154,0.47826087
2023-02-09-10.13.xes,LLAMA3,335,0.65885947,404,0.794087666,0.961643836,0.857212993,,0.997425377,0.989064409,0.923096988,0.748625113,0.923076923,0.851851852,0.794871795,0.574074074,0.96,0.92,0.885714286,0.729411765,0.933333333,0.869918699,0.740458015,0.527027027
2023-02-09-13.33.xes,LLAMA3,294,0.634782609,384,0.738419619,0.970230041,0.811278386,,0.977246359,0.926531995,0.860226402,0.715799039,0.923076923,0.888888889,0.871794872,0.660377358,0.96,0.941176471,0.931506849,0.795454545,0.773195876,0.734693878,0.68,0.551401869
2023-02-09-13.37.xes,LLAMA3,258,0.616641902,327,0.73650282,0.962264151,0.820617651,,0.978887993,0.952751946,0.831015497,0.761751394,0.611111111,0.578947368,0.545454545,0.416666667,0.75862069,0.733333333,0.705882353,0.588235294,0.747126437,0.685393258,0.557894737,0.46
2023-02-10-08.43.xes,LLAMA3,1040,0.546247818,1283,0.701835928,0.949243099,0.798141808,,0.964015467,0.892656728,0.762067325,0.600947956,0.8,0.709677419,0.652173913,0.483870968,0.888888889,0.830188679,0.789473684,0.652173913,0.689189189,0.541795666,0.433526012,0.320855615
2023-02-10-08.50.xes,LLAMA3,364,0.556638246,434,0.686416185,0.982428115,0.751420626,,0.958498273,0.885578212,0.709860704,0.633624001,0.8125,0.757575758,0.6875,0.46969697,0.896551724,0.862068966,0.814814815,0.639175258,0.616161616,0.564356436,0.471698113,0.387387387
2023-02-10-08.58.xes,LLAMA3,458,0.700653595,521,0.81252249,0.984870317,0.784302714,,0.986001871,0.952843232,0.856656327,0.787566081,0.769230769,0.76,0.771428571,0.666666667,0.869565217,0.863636364,0.870967742,0.8,0.745856354,0.643979058,0.552238806,0.490384615
2023-02-10-09.38.xes,LLAMA3,979,0.556210335,1218,0.6955,0.88432649,0.736089365,,0.93833953,0.880889899,0.760875739,0.715511587,0.692307692,0.555555556,0.526315789,0.388888889,0.818181818,0.714285714,0.689655172,0.56,0.570469799,0.470031546,0.385074627,0.35483871
2023-02-10-10.09.xes,LLAMA3,1802,0.31116208,1871,0.465275793,0.99287169,0.618467055,,0.968074358,0.907173639,0.774242052,0.606330669,0.625,0.59375,0.6,0.433333333,0.769230769,0.745098039,0.75,0.604651163,0.302931596,0.255520505,0.229813665,0.190332326
2023-02-10-10.37.xes,LLAMA3,5421,0.292943785,5501,0.449844984,0.996146435,0.622041556,,0.970591924,0.909157949,0.790349713,0.63461089,0.733333333,0.677419355,0.644444444,0.483333333,0.846153846,0.807692308,0.783783784,0.651685393,0.269356598,0.23223754,0.205821206,0.17325228
