word_combination,occurrences_dir1,occurrences_dir2,hallucination_ratio
nodes,3,3,1
name,34,29,0.852941176
ports,4,4,1
pChannels,3,2,0.666666667
pFrom,3,2,0.666666667
pTo,4,2,0.5
processes,4,4,1
portExtension,2,1,0.5
nChannels,4,4,1
nFrom,4,4,1
nTo,4,4,1
processExtension,3,1,0.333333333
queueSize,5,5,1
rendezVous,7,5,0.714285714
message,5,5,1
entry,5,5,1
type,8,6,0.75
name,52,30,0.576923077
processes,7,8,1.142857143
nChannels,14,8,0.571428571
nFrom,14,8,0.571428571
nTo,14,8,0.571428571
queueSize,14,4,0.285714286
rendezVous,16,4,0.25
message,14,4,0.285714286
entry,14,4,0.285714286
type,19,6,0.315789474
nodes,3,3,1
name,69,36,0.52173913
ports,6,8,1.333333333
pChannels,3,3,1
pFrom,3,3,1
pTo,3,4,1.333333333
processes,8,7,0.875
nChannels,12,6,0.5
nFrom,12,6,0.5
nTo,12,6,0.5
portExtension,2,2,1
processExtension,1,3,3
rendezVous,13,5,0.384615385
queueSize,13,5,0.384615385
message,12,5,0.416666667
entry,12,5,0.416666667
type,18,8,0.444444444
nodes,3,3,1
name,24,31,1.291666667
ports,4,6,1.5
pChannels,2,3,1.5
pFrom,2,3,1.5
pTo,2,4,2
processes,4,2,0.5
processExtension,3,3,1
portExtension,1,2,2
nChannels,4,4,1
nFrom,4,4,1
nTo,4,4,1
queueSize,3,0,0
rendezVous,3,0,0
message,3,5,1.666666667
entry,3,5,1.666666667
type,5,5,1
nodes,3,3,1
name,28,26,0.928571429
ports,4,6,1.5
pChannels,2,3,1.5
pFrom,2,3,1.5
pTo,2,4,2
processes,4,4,1
portExtension,1,2,2
processExtension,1,2,2
nChannels,5,9,1.8
nFrom,5,9,1.8
nTo,5,9,1.8
queueSize,4,1,0.25
rendezVous,5,4,0.8
message,5,4,0.8
entry,5,4,0.8
type,7,7,1
direction,1,0,0
nodes,3,1,0.333333333
ports,8,6,0.75
pChannels,4,6,1.5
pFrom,4,7,1.75
pTo,4,7,1.75
processes,6,3,0.5
name,37,9,0.243243243
nChannels,6,12,2
nFrom,6,12,2
nTo,6,12,2
portExtension,2,2,1
processExtension,2,1,0.5
queueSize,6,0,0
rendezVous,6,0,0
message,6,0,0
entry,6,0,0
type,6,0,0
nodes,3,1,0.333333333
name,63,12,0.19047619
processes,11,0,0
ports,12,4,0.333333333
pChannels,6,20,3.333333333
pFrom,6,10,1.666666667
pTo,6,10,1.666666667
portExtension,3,0,0
nChannels,11,0,0
nFrom,11,10,0.909090909
nTo,11,10,0.909090909
processExtension,3,0,0
queueSize,10,0,0
rendezVous,10,0,0
message,10,0,0
entry,10,0,0
type,11,0,0
nodes,3,3,1
name,34,26,0.764705882
ports,4,6,1.5
pChannels,2,2,1
pFrom,2,2,1
pTo,2,2,1
processes,5,0,0
portExtension,1,1,1
processExtension,1,0,0
nChannels,6,6,1
nFrom,6,6,1
nTo,6,6,1
queueSize,6,5,0.833333333
rendezVous,6,5,0.833333333
message,6,5,0.833333333
entry,6,5,0.833333333
type,9,7,0.777777778
nodes,3,3,1
name,34,32,0.941176471
ports,4,6,1.5
pChannels,2,3,1.5
pFrom,2,3,1.5
pTo,2,4,2
processes,5,3,0.6
portExtension,1,2,2
processExtension,1,3,3
nChannels,6,7,1.166666667
nFrom,6,7,1.166666667
nTo,6,7,1.166666667
queueSize,6,5,0.833333333
rendezVous,6,7,1.166666667
message,6,5,0.833333333
entry,6,5,0.833333333
type,9,8,0.888888889
nodes,3,3,1
name,40,33,0.825
ports,4,6,1.5
pChannels,2,3,1.5
pFrom,2,3,1.5
pTo,2,4,2
processes,7,3,0.428571429
portExtension,1,2,2
nChannels,8,6,0.75
nFrom,8,6,0.75
nTo,8,6,0.75
processExtension,1,3,3
queueSize,8,5,0.625
rendezVous,8,7,0.875
message,8,5,0.625
entry,8,5,0.625
type,11,8,0.727272727
direction,1,0,0
nodes,3,3,1
ports,4,6,1.5
pChannels,2,3,1.5
pFrom,2,3,1.5
pTo,2,4,2
processes,5,4,0.8
name,25,34,1.36
processExtension,3,3,1
portExtension,3,2,0.666666667
nChannels,4,4,1
nFrom,4,4,1
nTo,4,4,1
queueSize,4,5,1.25
rendezVous,4,7,1.75
message,4,5,1.25
entry,4,5,1.25
type,4,8,2
nodes,3,1,0.333333333
ports,4,5,1.25
pChannels,2,2,1
pFrom,2,2,1
pTo,2,2,1
processes,16,13,0.8125
name,85,13,0.152941176
portExtension,1,1,1
processExtension,1,0,0
nChannels,20,11,0.55
nFrom,20,10,0.5
nTo,20,10,0.5
queueSize,18,0,0
rendezVous,20,0,0
message,20,0,0
entry,19,0,0
type,36,0,0
nodes,3,3,1
ports,4,6,1.5
pChannels,2,3,1.5
pFrom,2,3,1.5
pTo,2,4,2
processes,6,6,1
name,39,35,0.897435897
portExtension,1,2,2
nChannels,8,6,0.75
nFrom,8,6,0.75
nTo,8,6,0.75
processExtension,1,3,3
queueSize,8,5,0.625
rendezVous,8,5,0.625
message,8,5,0.625
entry,8,5,0.625
type,8,8,1
nodes,3,3,1
ports,6,15,2.5
pChannels,3,7,2.333333333
pFrom,3,7,2.333333333
pTo,3,7,2.333333333
name,100,6,0.06
processes,14,0,0
portExtension,2,6,3
nChannels,24,33,1.375
nFrom,24,33,1.375
nTo,24,33,1.375
processExtension,1,0,0
queueSize,23,0,0
rendezVous,24,0,0
message,24,0,0
entry,24,0,0
type,30,0,0
nodes,3,3,1
ports,6,8,1.333333333
pChannels,3,3,1
pFrom,3,3,1
pTo,3,3,1
processes,13,0,0
name,75,59,0.786666667
portExtension,2,3,1.5
nChannels,17,9,0.529411765
nFrom,17,9,0.529411765
nTo,17,9,0.529411765
processExtension,1,0,0
queueSize,17,15,0.882352941
rendezVous,17,15,0.882352941
message,17,0,0
entry,17,8,0.470588235
type,23,8,0.347826087
