word_combination,occurrences_dir1,occurrences_dir2,hallucination_ratio
ports,12,1,0.083333333
pChannels,6,2,0.333333333
pFrom,6,8,1.333333333
pTo,6,8,1.333333333
portExtension,3,1,0.333333333
nChannels,11,1,0.090909091
nFrom,11,5,0.454545455
nTo,11,5,0.454545455
processExtension,3,0,0
queueSize,10,4,0.4
rendezVous,10,4,0.4
message,10,0,0
entry,10,4,0.4
type,11,4,0.363636364
nodes,3,3,1
name,34,20,0.588235294
ports,4,1,0.25
pChannels,2,2,1
pFrom,2,4,2
pTo,2,4,2
processes,5,1,0.2
portExtension,1,1,1
processExtension,1,0,0
nChannels,6,1,0.166666667
nFrom,6,6,1
nTo,6,6,1
queueSize,6,5,0.833333333
rendezVous,6,5,0.833333333
message,6,0,0
entry,6,6,1
type,9,6,0.666666667
nodes,3,3,1
name,34,20,0.588235294
ports,4,1,0.25
pChannels,2,2,1
pFrom,2,4,2
pTo,2,4,2
processes,5,1,0.2
portExtension,1,1,1
processExtension,1,0,0
nChannels,6,1,0.166666667
nFrom,6,6,1
nTo,6,6,1
queueSize,6,5,0.833333333
rendezVous,6,5,0.833333333
message,6,0,0
entry,6,6,1
type,9,6,0.666666667
nodes,3,3,1
name,40,20,0.5
ports,4,1,0.25
pChannels,2,2,1
pFrom,2,4,2
pTo,2,4,2
processes,7,1,0.142857143
portExtension,1,1,1
nChannels,8,1,0.125
nFrom,8,6,0.75
nTo,8,6,0.75
processExtension,1,0,0
queueSize,8,6,0.75
rendezVous,8,5,0.625
message,8,0,0
entry,8,6,0.75
type,11,6,0.545454545
direction,1,3,3
nodes,3,3,1
ports,4,1,0.25
pChannels,2,2,1
pFrom,2,4,2
pTo,2,4,2
processes,5,1,0.2
name,25,20,0.8
processExtension,3,0,0
portExtension,3,1,0.333333333
nChannels,4,1,0.25
nFrom,4,6,1.5
nTo,4,6,1.5
queueSize,4,5,1.25
rendezVous,4,5,1.25
message,4,0,0
entry,4,6,1.5
type,4,6,1.5
nodes,3,3,1
ports,4,1,0.25
pChannels,2,2,1
pFrom,2,4,2
pTo,2,4,2
processes,16,1,0.0625
name,85,20,0.235294118
portExtension,1,1,1
processExtension,1,0,0
nChannels,20,1,0.05
nFrom,20,6,0.3
nTo,20,6,0.3
queueSize,18,5,0.277777778
rendezVous,20,5,0.25
message,20,0,0
entry,19,6,0.315789474
type,36,6,0.166666667
nodes,3,3,1
ports,4,1,0.25
pChannels,2,2,1
pFrom,2,4,2
pTo,2,4,2
processes,6,1,0.166666667
name,39,30,0.769230769
portExtension,1,2,2
nChannels,8,1,0.125
nFrom,8,10,1.25
nTo,8,10,1.25
processExtension,1,1,1
queueSize,8,9,1.125
rendezVous,8,9,1.125
message,8,0,0
entry,8,10,1.25
type,8,10,1.25
nodes,3,3,1
ports,6,1,0.166666667
pChannels,3,2,0.666666667
pFrom,3,2,0.666666667
pTo,3,2,0.666666667
name,100,16,0.16
processes,14,0,0
portExtension,2,1,0.5
nChannels,24,1,0.041666667
nFrom,24,6,0.25
nTo,24,6,0.25
processExtension,1,1,1
queueSize,23,5,0.217391304
rendezVous,24,5,0.208333333
message,24,0,0
entry,24,6,0.25
type,30,6,0.2
nodes,3,3,1
ports,6,1,0.166666667
pChannels,3,2,0.666666667
pFrom,3,10,3.333333333
pTo,3,10,3.333333333
processes,13,7,0.538461538
name,75,27,0.36
portExtension,2,7,3.5
nChannels,17,1,0.058823529
nFrom,17,1,0.058823529
nTo,17,1,0.058823529
processExtension,1,0,0
queueSize,17,23,1.352941176
rendezVous,17,23,1.352941176
message,17,0,0
entry,17,4,0.235294118
type,23,4,0.173913043
