word_combination,occurrences_dir1,occurrences_dir2,hallucination_ratio
nodes,3,3,1
name,34,18,0.529411765
ports,4,2,0.5
pChannels,3,2,0.666666667
pFrom,3,2,0.666666667
pTo,4,2,0.5
processes,4,3,0.75
portExtension,2,1,0.5
nChannels,4,4,1
nFrom,4,4,1
nTo,4,4,1
processExtension,3,2,0.666666667
queueSize,5,4,0.8
rendezVous,7,4,0.571428571
message,5,4,0.8
entry,5,4,0.8
type,8,4,0.5
name,52,35,0.673076923
processes,7,7,1
nChannels,14,10,0.714285714
nFrom,14,10,0.714285714
nTo,14,9,0.642857143
queueSize,14,10,0.714285714
rendezVous,16,10,0.625
message,14,10,0.714285714
entry,14,10,0.714285714
type,19,9,0.473684211
nodes,3,3,1
name,69,22,0.31884058
ports,6,1,0.166666667
pChannels,3,2,0.666666667
pFrom,3,2,0.666666667
pTo,3,2,0.666666667
processes,8,1,0.125
nChannels,12,3,0.25
nFrom,12,6,0.5
nTo,12,6,0.5
portExtension,2,5,2.5
processExtension,1,0,0
rendezVous,13,5,0.384615385
queueSize,13,5,0.384615385
message,12,0,0
entry,12,6,0.5
type,18,5,0.277777778
nodes,3,3,1
name,24,16,0.666666667
ports,4,1,0.25
pChannels,2,2,1
pFrom,2,2,1
pTo,2,2,1
processes,4,1,0.25
processExtension,3,0,0
portExtension,1,1,1
nChannels,4,1,0.25
nFrom,4,4,1
nTo,4,4,1
queueSize,3,3,1
rendezVous,3,3,1
message,3,0,0
entry,3,4,1.333333333
type,5,3,0.6
nodes,3,3,1
name,28,22,0.785714286
ports,4,1,0.25
pChannels,2,2,1
pFrom,2,2,1
pTo,2,2,1
processes,4,1,0.25
portExtension,1,1,1
processExtension,1,0,0
nChannels,5,1,0.2
nFrom,5,6,1.2
nTo,5,6,1.2
queueSize,4,6,1.5
rendezVous,5,6,1.2
message,5,0,0
entry,5,6,1.2
type,7,6,0.857142857
direction,1,1,1
nodes,3,3,1
ports,8,1,0.125
pChannels,4,2,0.5
pFrom,4,6,1.5
pTo,4,6,1.5
processes,6,1,0.166666667
name,37,18,0.486486486
nChannels,6,1,0.166666667
nFrom,6,5,0.833333333
nTo,6,5,0.833333333
portExtension,2,1,0.5
processExtension,2,0,0
queueSize,6,5,0.833333333
rendezVous,6,5,0.833333333
message,6,0,0
entry,6,5,0.833333333
type,6,5,0.833333333
nodes,3,3,1
name,63,16,0.253968254
processes,11,1,0.090909091
