word_combination,occurrences_dir1,occurrences_dir2,hallucination_ratio
nodes,3,1,0.333333333
name,34,24,0.705882353
ports,4,4,1
pChannels,3,3,1
pFrom,3,3,1
pTo,4,1,0.25
processes,4,4,1
portExtension,2,1,0.5
nChannels,4,4,1
nFrom,4,4,1
nTo,4,4,1
processExtension,3,1,0.333333333
queueSize,5,5,1
rendezVous,7,5,0.714285714
message,5,5,1
entry,5,5,1
type,8,5,0.625
name,52,105,2.019230769
processes,7,3,0.428571429
nChannels,14,11,0.785714286
nFrom,14,11,0.785714286
nTo,14,11,0.785714286
queueSize,14,23,1.642857143
rendezVous,16,23,1.4375
message,14,23,1.642857143
entry,14,23,1.642857143
type,19,23,1.210526316
nodes,3,1,0.333333333
name,69,46,0.666666667
ports,6,6,1
pChannels,3,3,1
pFrom,3,3,1
pTo,3,3,1
processes,8,8,1
nChannels,12,12,1
nFrom,12,12,1
nTo,12,12,1
portExtension,2,2,1
processExtension,1,0,0
rendezVous,13,15,1.153846154
queueSize,13,15,1.153846154
message,12,0,0
entry,12,15,1.25
type,18,15,0.833333333
nodes,3,1,0.333333333
name,24,21,0.875
ports,4,4,1
pChannels,2,2,1
pFrom,2,2,1
pTo,2,2,1
processes,4,4,1
processExtension,3,0,0
portExtension,1,2,2
nChannels,4,4,1
nFrom,4,4,1
nTo,4,4,1
queueSize,3,6,2
rendezVous,3,6,2
message,3,0,0
entry,3,5,1.666666667
type,5,5,1
nodes,3,1,0.333333333
name,28,25,0.892857143
ports,4,4,1
pChannels,2,2,1
pFrom,2,2,1
pTo,2,2,1
processes,4,4,1
portExtension,1,2,2
processExtension,1,0,0
nChannels,5,5,1
nFrom,5,5,1
nTo,5,5,1
queueSize,4,6,1.5
rendezVous,5,7,1.4
message,5,0,0
entry,5,7,1.4
type,7,7,1
direction,1,1,1
nodes,3,3,1
ports,8,5,0.625
pChannels,4,4,1
pFrom,4,4,1
pTo,4,7,1.75
processes,6,8,1.333333333
name,37,38,1.027027027
nChannels,6,7,1.166666667
nFrom,6,7,1.166666667
nTo,6,7,1.166666667
portExtension,2,3,1.5
processExtension,2,1,0.5
queueSize,6,6,1
rendezVous,6,6,1
message,6,6,1
entry,6,6,1
type,6,6,1
nodes,3,3,1
name,63,67,1.063492063
processes,11,10,0.909090909
ports,12,12,1
pChannels,6,6,1
pFrom,6,6,1
pTo,6,7,1.166666667
