word_combination,occurrences_dir1,occurrences_dir2,hallucination_ratio
portExtension,3,2,0.666666667
nChannels,11,9,0.818181818
nFrom,11,9,0.818181818
nTo,11,9,0.818181818
processExtension,3,3,1
queueSize,10,11,1.1
rendezVous,10,11,1.1
message,10,0,0
entry,10,11,1.1
type,11,11,1
nodes,3,3,1
name,34,10,0.294117647
ports,4,6,1.5
pChannels,2,2,1
pFrom,2,2,1
pTo,2,3,1.5
processes,5,5,1
portExtension,1,1,1
processExtension,1,3,3
nChannels,6,7,1.166666667
nFrom,6,7,1.166666667
nTo,6,7,1.166666667
queueSize,6,0,0
rendezVous,6,0,0
message,6,0,0
entry,6,0,0
type,9,0,0
nodes,3,3,1
name,34,10,0.294117647
ports,4,6,1.5
pChannels,2,2,1
pFrom,2,2,1
pTo,2,3,1.5
processes,5,5,1
portExtension,1,1,1
processExtension,1,3,3
nChannels,6,7,1.166666667
nFrom,6,7,1.166666667
nTo,6,7,1.166666667
queueSize,6,0,0
rendezVous,6,0,0
message,6,0,0
entry,6,0,0
type,9,0,0
nodes,3,3,1
name,40,32,0.8
ports,4,4,1
pChannels,2,1,0.5
pFrom,2,1,0.5
pTo,2,1,0.5
processes,7,2,0.285714286
portExtension,1,1,1
nChannels,8,6,0.75
nFrom,8,6,0.75
nTo,8,6,0.75
processExtension,1,1,1
queueSize,8,6,0.75
rendezVous,8,6,0.75
message,8,6,0.75
entry,8,6,0.75
type,11,6,0.545454545
direction,1,0,0
nodes,3,3,1
ports,4,3,0.75
pChannels,2,1,0.5
pFrom,2,1,0.5
pTo,2,2,1
processes,5,5,1
name,25,27,1.08
processExtension,3,2,0.666666667
portExtension,3,2,0.666666667
nChannels,4,7,1.75
nFrom,4,3,0.75
nTo,4,3,0.75
queueSize,4,4,1
rendezVous,4,4,1
message,4,4,1
entry,4,4,1
type,4,4,1
nodes,3,3,1
ports,4,5,1.25
pChannels,2,2,1
pFrom,2,2,1
pTo,2,2,1
processes,16,13,0.8125
name,85,75,0.882352941
portExtension,1,0,0
processExtension,1,2,2
nChannels,20,13,0.65
nFrom,20,13,0.65
nTo,20,13,0.65
queueSize,18,10,0.555555556
rendezVous,20,10,0.5
message,20,10,0.5
entry,19,21,1.105263158
type,36,21,0.583333333
nodes,3,3,1
ports,4,3,0.75
pChannels,2,0,0
pFrom,2,0,0
pTo,2,1,0.5
processes,6,7,1.166666667
name,39,37,0.948717949
portExtension,1,1,1
nChannels,8,8,1
nFrom,8,8,1
nTo,8,8,1
processExtension,1,2,2
queueSize,8,8,1
rendezVous,8,8,1
message,8,8,1
entry,8,8,1
type,8,8,1
nodes,3,3,1
ports,6,4,0.666666667
pChannels,3,2,0.666666667
pFrom,3,2,0.666666667
pTo,3,3,1
name,100,32,0.32
processes,14,4,0.285714286
portExtension,2,1,0.5
nChannels,24,12,0.5
nFrom,24,12,0.5
nTo,24,12,0.5
processExtension,1,0,0
queueSize,23,5,0.217391304
rendezVous,24,5,0.208333333
message,24,5,0.208333333
entry,24,5,0.208333333
type,30,8,0.266666667
nodes,3,3,1
ports,6,6,1
pChannels,3,6,2
pFrom,3,6,2
pTo,3,7,2.333333333
processes,13,12,0.923076923
name,75,59,0.786666667
portExtension,2,1,0.5
nChannels,17,11,0.647058824
nFrom,17,11,0.647058824
nTo,17,11,0.647058824
processExtension,1,2,2
queueSize,17,9,0.529411765
rendezVous,17,9,0.529411765
message,17,22,1.294117647
entry,17,21,1.235294118
type,23,21,0.913043478
